Nombre,AI keywords,Resumen generado por la IA,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Entidad
Becas de doctorado en la Università di Camerino en Italia,Becas de doctorado en la Università di Camerino en Italia,Doc. Uni Camerino Italia,Italia,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-de-doctorado-en-la-0,,,,No,,,,
Becas de doctorado en la Università Degli Studi di Palermo en Italia,"Becas de doctorado, Italia, Università Degli Studi di Palermo",Dcto. en Univ. Palermo,Italia,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-de-doctorado-en-la-universita,,,,No,,,,
Becas del DAAD para maestría o doctorado del Programa EPOS en Alemania,,DAAD EPOS Alemania,Alemania,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-del-daad-para-maestria-o,,,,No,,,,
Programa de circulación internacional de obras de teatro del Instituto Nacional del Teatro,"Circulación de Obras Teatrales, Instituto Nacional del Teatro, Teatro Internacional",Circulación Internacional de Obras de Teatro,Múltiples destinos,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/programa-de-circulacion,,,,No,,,,
"Becas de posgrado en Rice University, Estados Unidos","Becas de posgrado, Estados Unidos, Rice University",Posgrados Rice Univ,Estados Unidos de América,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-de-posgrado-en-rice-university,,Destacar,,No,,,,
Becas Marie Skłodowska-Curie para redes doctorales en la Unión Europea,,Marie Skłodowska-Curie redes doctorales UE,Unión Europea,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/marie-sklodowska-curie-redes-doctorales,,,,No,,,,
"Becas ""Move La América"" para maestrías y doctorados en Brasil","Becas de Maestría, Becas de doctorado, Brasil",Move La América,Brasil,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-move-la-america-para-maestrias,,,,Yes,,,,
Becas para estudios académicos de OEA,"Becas Académicas de Posgrado de OEA, Becas De Grado, Becas de Intercambio, Becas de OEA, Becas de posgrado, Programa Regular de OEA",OEA Estudios Académicos,Múltiples destinos,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/becas-para-estudios-academicos-de,,,,Yes,,,,
Becas Ibermúsicas de apoyo a profesionales del sector musical en Iberoamérica,,Ibermúsicas,Iberoamérica,https://www.argentina.gob.ar/educacion/campusargentinaglobal/becas-extranjero/becas-ibermusicas-de-apoyo-la-movilidad-de-musicos,,,,No,,,,
"Becas de grado, maestría y doctorado en Chandigarh University en India","Becas De Grado, maestría y doctorado en Chandigarh University en India",Chandigarh Univ. Grado,India,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-de-grado-y-maestria-en-chandigarh-university-en-india,,,,Yes,,,,
"Becas de grado, maestría y doctorado en Sharda University, India","Becas De Grado, India, maestría y doctorado en Sharda University","Grado en Sharda Univ, India",India,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-de-grado-en-sharda-university-india,,,,No,,,,
"Becas de maestría y doctorado en la Universidad de Lingnan en Hong Kong, China",,Maestría y doctorado en Universidad Lingnan,China,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/becas-de-doctorado-en-la-universidad-de-lingnan-en-hong-kong,,,,No,,,,
Taller de Videomapping en Resolume Arena,,Taller de Videomapping en Resolume Arena,,https://hipermedula.org/2024/07/taller-de-videomapping-en-resolume-arena-4/,,,,No,,,,
Concurso de Artes Mediales y Audiovisuales Juan Downey,,Concurso Artes Mediales y Audiovisuales Juan Downey,,https://hipermedula.org/2024/07/concurso-de-artes-mediales-y-audiovisuales-juan-downey-2/,,,,No,,,,
Programa de Becas Complemento Directo,,Becas Complemento Directo -> Compl. Directo,,https://hipermedula.org/2024/07/programa-de-becas-complemento-directo/,,,,No,,,,
Artistas latinoamericanos en residencia,,,,https://www.revistamagenta.com/artistas-latinoamericanos-en-residencia/,,,,No,,,,
Suralita abre su convocatoria SURAM para música y mediación cultural en Manacor,,Suralita SURAM,,https://www.recursosculturales.com/suram/,,,,No,,,,
"10 Becas abiertas de arte, investigación y estudio en el extranjero",,,,https://www.recursosculturales.com/becas-de-arte-investigacion-estudio-extranjero/,,,,No,,,,
CONVOCATORIA ABIERTA PARA ARTISTAS DIGITALES EN PERU UNA INICIATIVA DE AMERICAN EXPRESS,Arte Digital,Convocatoria Digital Perú AE,Perú,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-PARA-ARTISTAS-DIGITALES-EN-PERU-UNA-INICIATIVA-DE-AMERICAN-EXPRESS,,,,No,,,,
/CONVOCATORIAS,,,,https://es.artealdia.com/Convocatorias,,,,No,,,,
"Residencia “La casita del Lago” en Lago hermoso, Neuquén, Argentina",,"La casita del Lago, Lago hermoso, Neuquén, Argentina",,https://www.recursosculturales.com/residencia-la-casita-del-lago/,,,,No,,,,
Orillas Nuevas: Programa de Apoyo a las Industrias Culturales y Creativas en Argentina,,,,https://www.recursosculturales.com/orillas-nuevas-apoyo-industrias-culturales/,,,,No,,,,
Convocatoria Grito de Mujer 2024 Para Poetas y Artistas,,Grito de Mujer 2024,,https://www.recursosculturales.com/festival-grito-de-mujer/,,,,No,,,,
Ministerio de Cultura convoca ayudas para organización de festivales y certámenes cinematográficos (España),Cine,Convocatoria Festivales Cinematográficos,,https://www.recursosculturales.com/ayudas-festivales/,,,,No,,,,
Residencia Epecuén / Prácticas Artísticas en Territorio,,Epecuén,,https://www.recursosculturales.com/residencia-epecuen/,,,,No,,,,
Residencia Epecuén,,,,https://hipermedula.org/2024/07/residencia-epecuen-2/,,,,No,,,,
Residencia artística en España,,Residencia Artística en España -> Res. Artística España,,https://www.revistamagenta.com/residencia-artistica-en-espana/,,,,No,,,,
Residencias Artísticas R.A.R.O.  ,,,,https://www.revistamagenta.com/residencias-artisticas-r-a-r-o/,,,,No,,,,
"Premio de Arte Cinético ",,Premio Arte Cinético,,https://app.datarte.art/convocatorias/premio-arte-cinetico2024,,,,No,,,,
The Artist Series - American Express,,The Artist Series - AE,,https://app.datarte.art/convocatorias/the-artist-series-peru-2024,,,,No,,,,
" Feria de Arte al Norte de México",,Feria de Arte al Norte de México -> FAMA 2024,,https://app.datarte.art/convocatorias/fama-2024,,,,No,,,,
,,,,,,,,No,,,,
Electroetching Instructional Residency Program,"oportunidad para artistas, programa de residencia, residencia de artistas",Electroetching Inst.,México,https://www.arquetopia.org/electroetching-residency,,,,Yes,,,,
JIA Illustration Award 2024,,JIA Ilus. Award 2024,,,,,,No,,,,
Festival Internacional de Artes Digitales de Tesal...,,,,,,,,No,,,,
Open Call: Programa de Pasantías Argentina Perform...,,,,,,,,No,,,,
The Baron Book Prize,"Concurso de Libros, Premio Literario, Premio de Literatura",Baron Book Prize,UK,https://www.baronbooks.co.uk/application,,,,Yes,,,,
Production and research residency program in the P...,,,,,,,,No,,,,
Printmaking Residency Program,"oportunidad para artistas, programa de residencia, residencia de artistas",Printmkg Rsdncy,México,https://www.arquetopia.org/printmaking-residency,,,,No,,,,
YEARBOOK AWARDS 2024,,,,,,,,No,,,,
Politically Charged: Call to Artists,,,,,,,,No,,,,
XLII CERTAMEN INTERNACIONAL DE PINTURA CASTILLO DE...,,,,,,,,No,,,,
OPEN CALL INVIERNO-PRIMAVERA 2024,,INVIERNO-PRIMAVERA 2024,,,,,,No,,,,
WTP MAGAZINE: VISUAL ARTS,Artes Visuales,WTP MAG: ARTS,,https://www.thewoventalepress.net/2020-submit/,,,,No,,,,
International Juried Photography Call for Entry: A...,,,,,,,,No,,,,
Mexican Ceramics Residency Program,"oportunidad para artistas, programa de residencia, residencia de artistas",Mexican Ceramics,México,https://www.arquetopia.org/mexican-ceramics-residency,,,,No,,,,
CONVOCATORIA PATIO TALENTO FLORA INSTALACIÓN FLORA...,,Patio Talento Flora Instalación Flora,,,,,,No,,,,
OPEN CALL: THE HUMAN BODY,,OPEN CALL: THE HUMAN BODY,,,,,,No,,,,
Collage Artist Residency in Scotland,,Collage Art en Escocia,,,,,,No,,,,
Premi d’Escultura Fundació Bosch Aymerich,,Premi Escultura Fundació Bosch Aymerich,,,,,,No,,,,
XXIV CERTAMEN NACIONAL DE PINTURA “ADOLFO CÓRDOBA”...,,,,,,,,No,,,,
III EDICIÓN BECA DE FOTOGRAFÍA ALBERTO GALÁN,,III Ed. Fotografía Alberto Galán,,https://ufca.es/iii-edicion-de-la-beca-de-fotografia-alberto-galan/,,,,No,,,,
THE ALMENARA ART PRIZE 2024,,,,https://www.thealmenaracollection.com/page/40769/2024-rules,,,,No,,,,
Residency Program,,,,https://roundhousefoundation.org/pine-meadow-ranch/residencies/#application,,,,No,,,,
SculptFest24- Call to Artists,,,,https://carvingstudio.org/blogs/exhibitions/sculptfest24-call-to-artists,,,,No,,,,
PKF Grants,oportunidad para artistas,PKF Grants,EEUU,https://pkf.org/apply/,,,,Yes,,,,
II PREMIO DE FOTOGRAFÍA SOBRE EL PAISAJE GIENNENSE,,II Premio de Fotografía Paisaje Giennense,,https://www.dipujaen.es/conoce-diputacion/areas-organismos-empresas/ieg/premios/,,,,No,,,,
Designed to Dwell,,,,https://unionstreetgallery.submittable.com/submit,,,,No,,,,
Factory AiR Application,"Factory AiR, oportunidad para artistas, residencia de artistas",Factory AiR,EEUU,https://www.factoryonwillow.com/air,,,,No,,,,
Surreal Visions,,,,https://www.slowart.com/prospectus/surreal.htm,,,,No,,,,
Apoyo a la Creación '24. Producción,,Apoyo a la Creación '24. Producción,,https://fundacionlacaixa.org/es/apoyo-creacion-produccion,,,,No,,,,
Challenge 143: Cityscapes,,,,https://www.internationalartist.com/competitions/rules,,,,No,,,,
Museo Preus Open Call 2024,,Museo Preus Open Call 2024 -> Museo Preus,,https://site.picter.com/preus-museum-open-call-24,,,,No,,,,
ART FOR CHANGE PRIZE,,Art for Change Prize,,https://mcsaatchi.com/artforchangeprize,,,,No,,,,
I Premios Hexagonal de Innovación & Creación Artís...,,Premios Hexagonal,,https://hexagonalinnova.net/i-premios-hexagonal-2024/,,,,No,,,,
Neither Here Nor There,,,,https://www.sidestreetstudioarts.org/es/neither-here-nor-there,,,,No,,,,
"Gibbs Street Resident Artists 2024-2025: Free, Ope...",,Gibbs St. RA 2024-2025: Free,,https://visarts.submittable.com/submit,,,,No,,,,
THE EMERGING WOMAN ARTIST AWARD ART PRIZE,,EWA Art Prize,,https://submit.artstoheartsproject.com/emerging-woman-artist-award-ath-art-prize/,,,,No,,,,
The 2024 International Interdisciplinary Art Confe...,,,,https://azarts.gov/arts-op/2024-international-interdisciplinary-art-conference-iiac-seoul/,,,,No,,,,
MINI PRINT INTERNACIONAL REUS FORTUNY 2024,,MINI PRINT REUS FORTUNY 2024,,https://ars-hub.org/mini-print-reus-fortuny/,,,,No,,,,
7th Annual Women's Emerging Artist Prize 2024,,7th WEA Prize 2024,,https://www.womeninartprize.com/entertheprize,,,,No,,,,
Open Theme Juried Art Competition,,,,https://koisartistaward.com/open-theme-art-competition/,,,,No,,,,
Featured Artist | Showcase Your Art On Our Interna...,,,,https://boomergallery.net/open-calls,,,,No,,,,
V Certamen de Pintura Juan de Zurbarán,,Certamen Zurbarán,,https://www.gazteaukera.euskadi.eus/contenidos/convocatoria/convocatoria_1686737618532/eu_def/llerena.pdf,,,,No,,,,
SALÓN DE ARTES VISUALES DEL MUSEO DEL CCLF 2024: L...,,,,https://drive.google.com/file/d/1EEs7UJ9o70RlndZrgDDys19ESwRxxD1r/edit,,,,No,,,,
Residency at GlogauAIR in Berlin,,,,https://www.bandadas.com/convocation,,,,No,,,,
THE NEOFEMINIST CREATIVE RESIDENCY,Residencia para artistas,NeoFeminist Crtv Rsdncy,Francia,https://www.centrepompadour.com/the-creative-residency/faq/,,,,Yes,,,,
Virtual Artist in Residence Program,"Artista virtual, programa de residencia, residencia artística",Virtual Artist in Res.,Alemania,https://somos-arts.org/somos-berlin-virtual-artist-residency/,,,,Yes,,,,
IAREX l'ATELIER OPEN CALL,"IAREX l'ATELIER, convocatoria internacional, residencia artística",IAREX l'ATELIER OPEN CALL,Francia,https://www.internationalartistsresidencyexchange.com/program-information.php,,,,Yes,,,,
The Lab Program 2024,programa de residencia,Lab 2024,México,https://www.thelabprogram.com/inresidency,,,,Yes,,,,
"Artist in Residence Program in Fukuoka, Japan","oportunidad para artistas, programa de residencia, residencia de artistas",Artista en Fukuoka,Japón,https://studiokura.info/en/,,,,Yes,,,,
FotoCreativaBA | Residencia Artística 2024,residencia artística,,Argentina,https://www.fotocreativaba.com/residencia-buenosaires,,,,No,,,,
Venice Artist Residency,"oportunidad para artistas, programa de residencia, residencia de artistas",Venecia Artista,Italia,https://scuolagrafica.it/en/arts/venice-artist-residency/,,,,Yes,,,,
"Residencia artística en La Nave, Escobar",,,,https://www.bandadas.com/convocation/4d0b8322-40fa-406e-829c-6460035b0ebd/apply,,,,No,,,,
"Residencia artística en La Nave, Escobar La Nave (Proyecto PAC)",,"La Nave, Escobar (Proyecto PAC)",,https://www.bandadas.com/_next/static/css/5640123233af3713.css,,,,No,,,,
CALL FOR ENTRIES The Bennett Prize,,The Bennett Prize,,https://artist.callforentry.org/festivals_unique_info.php?ID=7622,,,,No,,,,
ArtRio 2024,,ArtRio 2024,,https://amlatina.contemporaryand.com/es/opportunities/artrio-2024/,,,,No,,,,
Edital de Cultura Sesc RJ Pulsar 2025,,,,https://amlatina.contemporaryand.com/es/opportunities/edital-de-cultura-sesc-rj-pulsar-2025/,,,,No,,,,
La Residencia de Artistas Virtuales Digitales del Caribe 2024,,ARVDC 2024,,https://amlatina.contemporaryand.com/es/opportunities/residencia-de-artistas-virtuales-digitales-del-caribe-2024/,,,,No,,,,
Laboratório de pesquisa MAM São Paulo,,,,https://amlatina.contemporaryand.com/es/opportunities/laboratorio-de-pesquisa-mam-sao-paulo/,,,,No,,,,
Pátio Aberto 2024,,,,https://amlatina.contemporaryand.com/es/opportunities/patio-aberto-2024/,,,,No,,,,
BF24 – Bienal de Fotografia de Vila Franca de Xira,,,,https://amlatina.contemporaryand.com/es/opportunities/bf24-bienal-de-fotografia-de-vila-franca-de-xira/,,,,No,,,,
Diáspora Africana no Brasil 2024,,,,https://amlatina.contemporaryand.com/es/opportunities/diaspora-africana-no-brasil-2024/,,,,No,,,,
"Funk, Arte e Resistência",,,,https://amlatina.contemporaryand.com/es/opportunities/funk-arte-e-resistencia/,,,,No,,,,
21ª edição do Território da Arte de Araraquara,,,,https://amlatina.contemporaryand.com/es/opportunities/21a-edicao-do-territorio-da-arte-de-araraquara/,,,,No,,,,
7ª Edição do Edital de Concurso Folhetaria Ateliê Aberto do CCSP,,,,https://amlatina.contemporaryand.com/es/opportunities/7a-edicao-do-edital-de-concurso-folhetaria-atelie-aberto-do-ccsp/,,,,No,,,,
Chamada Programa Hélio Oiticica - 2ª edição,,,,https://amlatina.contemporaryand.com/es/opportunities/chamada-programa-helio-oiticica-2a-edicao/,,,,No,,,,
science_technology_society,,,,https://amlatina.contemporaryand.com/es/opportunities/science_technology_society/,,,,No,,,,
CIMAM 2024 Call for Travel Grant Applications,Curadores,CIMAM 2024,,https://amlatina.contemporaryand.com/es/opportunities/cimam-2024-call-for-travel-grant-applications/,,,,No,,,,
Programa Ancestralidades de valorização à pesquisa 2024 – meio ambiente e raça,,Ancestralidades 2024 - Medio Ambiente y Raza,,https://amlatina.contemporaryand.com/es/opportunities/programa-ancestralidades-de-valorizacao-a-pesquisa-2024-meio-ambiente-e-raca/,,,,No,,,,
Taller de escritura crítica de CCI x C& (EN LÍNEA),,Taller Escritura CCI x C&,,https://amlatina.contemporaryand.com/es/opportunities/cci-x-c-critical-writing-workshop-online/,,,,No,,,,
2024 CCI Artist Fellowship,,,,https://amlatina.contemporaryand.com/es/opportunities/2024-cci-artist-fellowship/,,,,No,,,,
R.A.R.O. Bogotá,,,,https://amlatina.contemporaryand.com/es/opportunities/23912/,,,,No,,,,
México: ¿Qué estamos traduciendo?,,,,https://amlatina.contemporaryand.com/es/opportunities/mexico-que-estamos-traduciendo/,,,,No,,,,
"Farsa Contemporánea, Residencia de Arte",,Farsa Contemp.,,https://hipermedula.org/2024/06/farsa-contemporanea-convocatoria-abierta-residencia-de-arte/,,,,No,,,,
Laboratorio De Proceso Creativo de Ananké Asseff,Residencia para artistas,Lab Proceso Creativo Ananké Asseff,,https://hipermedula.org/2024/06/laboratorio-de-proceso-creativo-de-ananke-asseff/,,,,No,,,,
Becas Fundación Ama Amoedo 2° edición,,Fundación Ama Amoedo 2° ed.,,https://hipermedula.org/2024/06/becas-fundacion-ama-amoedo-2-edicion/,,,,No,,,,
Guía sobre movilidad internacional para cultura desde y en España 2024,Recursos,Mov. int. cultura Esp. 2024,,https://www.recursosculturales.com/guia-movilidad-para-cultura/,,Destacar,,No,,,,
FRAME CONTEMPORARY ART FINLANDIA CONVOCATORIA DE BECAS DE INVESTIGACION CURATORIAL,,FRAME ART FINLANDIA,,https://es.artealdia.com/Convocatorias/FRAME-CONTEMPORARY-ART-FINLANDIA-CONVOCATORIA-DE-BECAS-DE-INVESTIGACION-CURATORIAL,,,,No,,,,
CONVOCATORIA PARA DIRECTOR ARTISTICO EN EL CENTRO CULTURAL DE BELEM,,Dir. Artístico C.C. Belem,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-PARA-DIRECTOR-ARTISTICO-EN-EL-CENTRO-CULTURAL-DE-BELEM,,,,No,,,,
CONVOCATORIA ABIERTA DE CURADOR GLOBAL EN ART JAMEEL,,Convocatoria Curador Global Art Jameel,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-DE-CURADOR-GLOBAL-EN-ART-JAMEEL,,,,No,,,,
ART OMI CONVOCATORIA ABIERTA DE RESIDENCIA DE ARQUITECTURA,,ART OMI Convocatoria Arq.,,https://es.artealdia.com/Convocatorias/ART-OMI-CONVOCATORIA-ABIERTA-DE-RESIDENCIA-DE-ARQUITECTURA,,,,No,,,,
CONVOCATORIA ABIERTA DE RESIDENCIA ARTISTICA EN SPREEPARK ART SPACE BERLIN,,Convocatoria SpreePark Art Space Berlin,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-DE-RESIDENCIA-ARTISTICA-EN-SPREEPARK-ART-SPACE-BERLIN,,,,No,,,,
CONVOCATORIA ABIERTA SFER IK MUSEION CONVOCA UN NUEVO PREMIO PARA ARTISTAS,,SFer IK Museion,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-SFER-IK-MUSEION-CONVOCA-UN-NUEVO-PREMIO-PARA-ARTISTAS,,,,No,,,,
CONVOCATORIA ABIERTA EN NUEVA YORK PARA EXPOSICIONES COLECTIVAS EN APEXART,Convocatoria,Convocatoria en NY para exposiciones en Apexart,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-EN-NUEVA-YORK-PARA-EXPOSICIONES-COLECTIVAS-EN-APEXART,,,,No,,,,
CONVOCATORIA DE CANDIDATURAS ART EXPLORA PROGRAMA DE RESIDENCIA 2024,,ART EXPLORA 2024,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-DE-CANDIDATURAS-ART-EXPLORA-PROGRAMA-DE-RESIDENCIA-2024,,,,No,,,,
CONVOCATORIA DE PROPUESTAS CONCURSOS DE LA 10A EDICION DE CONCENTRICO,,10a EDICION DE CONCENTRICO,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-DE-PROPUESTAS-CONCURSOS-DE-LA-10a-EDICION-DE-CONCENTRICO,,,,No,,,,
CONVOCATORIA DE BECAS DE INVESTIGACION CURATORIAL,,Convocatoria de Investigación Curatorial,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-DE-BECAS-DE-INVESTIGACION-CURATORIAL,,,,No,,,,
SOLICITUDES DE BECAS DE THE NEW CENTRE FOR RESEARCH PRACTICE,,The New Centre,,https://es.artealdia.com/Convocatorias/SOLICITUDES-DE-BECAS-DE-THE-NEW-CENTRE-FOR-RESEARCH-PRACTICE,,,,No,,,,
MATTRESS FACTORY ABRE CONVOCATORIA INTERNACIONAL 2024,,MF Convocatoria Int. 2024,,https://es.artealdia.com/Convocatorias/MATTRESS-FACTORY-ABRE-CONVOCATORIA-INTERNACIONAL-2024,,,,No,,,,
CONVOCATORIA ABIERTA PARA DIRECTOR DE LA BIENAL DE BERLIN,,Convocatoria Director Bienal Berlin,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-PARA-DIRECTOR-DE-LA-BIENAL-DE-BERLIN,,,,No,,,,
AUTO ITALIA BUSCA DIRECTOR,,AUTO ITALIA BUSCA DIRECTOR,,https://es.artealdia.com/Convocatorias/AUTO-ITALIA-BUSCA-DIRECTOR,,,,No,,,,
PROGRAMA DE RESIDENCIA PARA INVESTIGADORES DE LA FUNDACION SOM Y EL MAK CENTER,,Fundación SOM y MAK Center,,https://es.artealdia.com/Convocatorias/PROGRAMA-DE-RESIDENCIA-PARA-INVESTIGADORES-DE-LA-FUNDACION-SOM-Y-EL-MAK-CENTER,,,,No,,,,
PROGRAMA DE ARTISTAS RESIDENTES DE LA FUNDACION ALEX BROWN,,Fundación Alex Brown,,https://es.artealdia.com/Convocatorias/PROGRAMA-DE-ARTISTAS-RESIDENTES-DE-LA-FUNDACION-ALEX-BROWN,,,,No,,,,
ULTIMOS DIAS CONVOCATORIA EN BLANCO DE ESPACIO EL DORADO,,Convocatoria en Blanco de Espacio El Dorado,,https://es.artealdia.com/Convocatorias/ULTIMOS-DIAS-CONVOCATORIA-EN-BLANCO-DE-ESPACIO-EL-DORADO,,,,No,,,,
RESIDENCIA PASTIZAL LLAMADO FINAL PARA APLICAR,,Pastizal Llamado Final,,https://es.artealdia.com/Convocatorias/RESIDENCIA-PASTIZAL-LLAMADO-FINAL-PARA-APLICAR,,,,No,,,,
EL BROOKLYN MUSEUM ANUNCIA UNA CONVOCATORIA ABIERTA PARA PARTICIPAR EN UNA GRAN EXPOSICION,Convocatoria,,,https://es.artealdia.com/Convocatorias/EL-BROOKLYN-MUSEUM-ANUNCIA-UNA-CONVOCATORIA-ABIERTA-PARA-PARTICIPAR-EN-UNA-GRAN-EXPOSICION,,,,No,,,,
PRESENTE CONTINUO CONVOCATORIA 2024 DEL PROGRAMA DE FORMACION DE ARTE CIENCIA Y TECNOLOGIA,,Formación Arte Ciencia y Tecnología 2024,,https://es.artealdia.com/Convocatorias/PRESENTE-CONTINUO-CONVOCATORIA-2024-DEL-PROGRAMA-DE-FORMACION-DE-ARTE-CIENCIA-Y-TECNOLOGIA,,,,No,,,,
CONVOCATORIA ABIERTA CUARTA EDICION DEL ALA ART PRIZE,,4ta EDICIÓN ALA ART PRIZE,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-CUARTA-EDICION-DEL-ALA-ART-PRIZE,,,,No,,,,
BECA ICPNA ARTUS WIELS CONVOCATORIA 2024 EN PERU,,ICPNA ARTUS WIELS 2024,,https://es.artealdia.com/Convocatorias/BECA-ICPNA-ARTUS-WIELS-CONVOCATORIA-2024-EN-PERU,,,,No,,,,
CONVOCATORIA FUNDACION AMA AMOEDO Y CASA WABI,Artistas,FUND AMA AMOEDO Y CASA WABI,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-FUNDACION-AMA-AMOEDO-Y-CASA-WABI,,,,No,,,,
PINTA MIAMI 2024 CONVOCATORIA ABIERTA,"Arte, Convocatoria, PINTA MIAMI 2024",PINTA MIAMI 2024,,https://es.artealdia.com/Convocatorias/PINTA-MIAMI-2024-CONVOCATORIA-ABIERTA,,,,No,,,,
PINTA BAPHOTO CONVOCA A GALERIAS PARA SU EDICION NUMERO 20,Artistas,PINTA BAPHOTO 20,,https://es.artealdia.com/Convocatorias/PINTA-BAphoto-CONVOCA-A-GALERIAS-PARA-SU-EDICION-NUMERO-20,,,,No,,,,
CONVOCATORIA ABIERTA CIENCIA TECNOLOGIA Y SOCIEDAD,Becas de Intercambio,Convocatoria Ciencia Tecnología y Sociedad,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-CIENCIA-TECNOLOGIA-Y-SOCIEDAD,,,,No,,,,
CONVOCATORIA PARA RESIDENCIA DE ARTISTAS EN CASA ALBERTO HEREDIA,Residencia para artistas,Residencia Casa Alberto Heredia,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-PARA-RESIDENCIA-DE-ARTISTAS-EN-CASA-ALBERTO-HEREDIA,,,,No,,,,
CONVOCATORIA ABIERTA PROGRAMA DE PASANTIAS EN ARGENTINA PERFORMANCE ART,,Pasantías Argentina Performance Art,,https://es.artealdia.com/Convocatorias/CONVOCATORIA-ABIERTA-PROGRAMA-DE-PASANTIAS-EN-ARGENTINA-PERFORMANCE-ART,,,,No,,,,
"
	LAAR
",,,,https://laar.cm-lisboa.pt/LAAR/ArtisticResidenceDetail.aspx?ArtisticResidenceId=58,,,,No,,,,
"Curso de Verão do Arquipélago – Arquipélago – Centro de Artes Contemporâneas    ",,,,https://arquipelagocentrodeartes.azores.gov.pt/en/programacao/curso-de-verao-do-arquipelago/,,,,No,,,,
Regulamento_Y EMERGENTES OPEN CALL 2024.pdf,,,,https://drive.google.com/file/d/1FcmKDZi8jBe3v1P0h1m2wndvWix0hmRf/view,,,,No,,,,
Google Forms: Sign-in,,,,https://docs.google.com/forms/d/e/1FAIpQLSd7aMRyUz71ZoH9V8m39yty_ePx0O_Rx8xYjuJ-69aF98AadA/viewform?fbclid=IwZXh0bgNhZW0CMTAAAR1xXyM5zBK9_BDZegToKm_0Nz16smb-gBWCA8f2dl5_tZhC0VhzkTapeW0_aem_AXqBFi6UuPdzHSR3Z6l2AMZwR6eon7Y-5sjvBhBeCvl6Hk5Qvr1AKfYRWuL9olgRopksDCbO_uGhOb9NIy2ZLiaC,,,,No,,,,
Regulamento – Passaporte,,,,"https://passaportelisboa.com/regulation/#:~:text=A%209%C2%AA%20Edi%C3%A7%C3%A3o%20do%20Passaporte,conhecer%20casting%20directors%2C%20reconhecidos%20internacionalmente.",,,,No,,,,
Home - Culture and Creativity,"Artificial Intelligence, innovación",Cultura y Creatividad,,https://culture.ec.europa.eu/,,Destacar,,No,,,,
Criar,,Criar,,https://www.culturaportugal.gov.pt/pt/criar/,,,,No,,,,
Prémios Mais a Norte,,,,https://premiosmaisanorte.pt/,,,,No,,,,
Creative Europe MEDIA,"Artistas, oportunidad para artistas, programa de residencia",C. Europe MEDIA,,https://www.creative-europe-media.eu/training-guide/,,Destacar,,No,,,,
Regulamento Premio MJFontainhas.pdf,,,,https://cloud.cm-sintra.pt/s/dng9LcyQCwfdTKJ,,,,No,,,,
OPEN CALL Bolsa «Agora o Folk!» – PédeXumbo,,"Bolsa ""Agora o Folk!"" - PédeXumbo",,http://pedexumbo.com/open-call-bolsa-agora-o-folk/,,,,No,,,,
Góis Oroso Arte 2024,,,,https://www.cm-gois.pt/viver/cultura/agenda-proximos-eventos/evento/gois-oroso-arte-2024?fbclid=IwZXh0bgNhZW0CMTAAAR1GtLV6gWwWiQZOEY6LOdusCVL3MV5ktPTMAqqgBwu9AWhBQ7DLZjJdLD8_aem_AZ3Y_Dscd_5MWUZwpw8RHtmIZes_MxjeJLv3FCP-KS0gIx4FVFGpauu-_yRV3MU6i4aKuEdj5OafsO44uGIdaaO7,,,,No,,,,
Showcase 2024 - Candidaturas abertas para edição presencial | Outdoor Arts Portugal,,,,https://outdoorarts.pt/post/showcase-2024-candidaturas-abertas-para-edicao-presencial/,,,,No,,,,
DGARTES abre Apoio Sustentado Bienal com mais 15 milhões que no ciclo anterior | DGARTES,,,,https://www.dgartes.gov.pt/pt/noticia/7332,,,,No,,,,
