Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,AI keywords,Publicar,Entidad,Obtener Disciplinas,Obtener Base URL,Base URL,Categoría,Disciplina
"Transmediale: Festival Curation 2026 (Germany, Online) ","Convocatoria ""Transmediale Festival Curation"" en Alemania",Revisar,https://on-the-move.org/news/transmediale-festival-curation-2026-germany-online,,"February 16, 2025",,No,Transmediale,,,,Convocatoria,
Open Call: 2025 Textile Artist Residencies at Stud...,"Residencia ""Open Call: Textile Artist"" en Canadá",Revisar,https://studiohcanadaresidency.ca/2024/11/07/open-call-2025-textile-artist-residencies-at-studio-h-canada/,,"February 16, 2025",,No,Studio H Canada,,,https://studiohcanadaresidency.ca/2024/11/07/open-call-2025-textile-artist-residencies-at-studio-h-canada/,Convocatoria,
Open Call: 17° Edición de Residencia Epecuén,"Residencia ""Epecuén Artistas"" en el mundo",Revisar,https://residenciaepecuen.com.ar/residencia-epecuen/,,"February 16, 2025",,No,Residencia Epecuén,,,https://residenciaepecuen.com.ar/residencia-epecuen/,Convocatoria,
The Untitled Space Open Call for Solo Exhibitions ...,"Convocatoria ""Untitled Space Solo Exhibitions"" en Colonia",Revisar,https://untitled-space.com/artist-opportunities/,,"February 16, 2025",,No,Untitled Space,,,,Convocatorias,
Primera edición de la Residencia de Archivos en La...,"Residencia ""Residencia de Archivos"" en Estados Unidos",Revisar,https://archivalbootcamp.com/program,,"February 16, 2025",,No,Archival Bootcamp,,,https://archivalbootcamp.com/program,Residencia,
Fukuoka Asian Art Museum Residency Programme 2025 for Visual Artists (Japan),"Residencia ""Fukuoka Asian Art Museum 2025"" en Japón",Revisar,https://on-the-move.org/news/fukuoka-asian-art-museum-residency-programme-2025-visual-artists-japan,,"February 16, 2025",,No,On-the-Move,,,https://faam.city.fukuoka.lg.jp/en/residence/requirement/,Residencia,
CIFAS: Producers’ Academy 2025 (Belgium),"Convocatoria ""CIFAS: Producers’ Academy"" en Bélgica",Revisar,https://on-the-move.org/news/cifas-producers-academy-2025-belgium,,"February 16, 2025",,No,On The Move,,,https://cifas.be/en/event/2025/pa-2025/producers-academy-2025.html,Convocatoria,
Call For Entry: The Art of Street Photography,"Convocatoria ""The Art of Street Photography"" en el mundo",Revisar,https://chateaugallery.com/call-for-entries/the-art-of-street-photography-2025,,"February 16, 2025",,No,Chateau Gallery,,,https://chateaugallery.com/call-for-entries/the-art-of-street-photography-2025,Convocatoria,
"Open Call: ""Birds"" by Main Street Arts","Convocatoria ""Birds"" en el mundo",Revisar,https://mainstreetartscs.org/exhibitions/birds/,,"February 16, 2025",,No,Main Street Arts,,,https://mainstreetartscs.org/exhibitions/birds/,Convocatoria,
Convocatoria AURA: Presentación de Proyectos Expos...,"Convocatoria ""Proyectos Expositivos AURA"" en Argentina",Revisar,https://www.entrerios.gov.ar/cultura/presentacion-de-proyectos-expositivos-destinados-a-aura-centro-experimental-de-arte-contemporaneo-aura-aura-ceacer/,,"February 16, 2025",,No,Centro Experimental de Arte Contemporáneo AURA,,,https://www.entrerios.gov.ar/cultura/presentacion-de-proyectos-expositivos-destinados-a-aura-centro-experimental-de-arte-contemporaneo-aura-ceacer/,Convocatoria,
Region Gävleborg: World Heritage Residence Scholarship 2025 (Sweden),"Beca ""World Heritage Residence"" en Suecia",Revisar,https://on-the-move.org/news/region-gavleborg-world-heritage-residence-scholarship-2025-sweden,,"February 16, 2025",,No,World Heritage Residence,,,"https://www.regiongavleborg.se/en/scholarship

This URL is the official source for the Region Gävleborg: World Heritage Residence Scholarship 2025, as it is the direct announcement from the organization responsible for the scholarship[1][2][5].",Beca,
"Eskenazi School of Art, Architecture + Design: McKinney International Art and Design Residency 2027 (USA)","Residencia ""McKinney International Art and Design"" en USA",,https://on-the-move.org/news/eskenazi-school-art-architecture-design-mckinney-international-art-and-design-residency-2027,,"February 16, 2025",,No,On-the-Move,,,https://eskenazi.indiana.edu/news/2024/2027-11-04-mckinney-international-resident.html,Residencia,
Premio Apila Primera Impresión 2025,"Premio ""Apila Primera Impresión"" en España",,https://www.apilaediciones.com/premio-apila-primera-impresion/,España,"February 16, 2025","Premio Literario, convocatoria, premio internacional",Yes,Apila,,,https://www.apilaediciones.com/premio-apila-primera-impresion/,Premio,"Ilustración, Diseño, Literatura"
Portraits Hellerau Photography Award 2025,"Premio ""Portraits Hellerau Photography"" en Alemania",,https://www.portraits-hellerau.com/en/,Alemania,"February 16, 2025","Premio Internacional de Fotografía, fotografía, premio internacional",Yes,Portraits Hellerau,,,https://www.portraits-hellerau.com/en/,Premio,Fotografía
FotoComBA Programa Internacional de Fotografía Expandida 2025 (virtual con exposición en galería),"Convocatoria ""FotoComBA Programa Internacional Fotografía Expandida"" en Virtual",,https://app.datarte.art/convocatorias/fotocomba,Virtual,"February 16, 2025","Arte Digital, Convocatorias, Premio Internacional de Fotografía",No,Datarte,,,https://www.fotocreativaba.com/fotocomba,Convocatoria,
Artist In Residence: Aerial Photography And Videography,"Residencia ""Aerial Photography and Videography"" en",Revisar,https://www.artconnect.com/opportunity/RgM_vkxcSkYpUyHIWynT1,,"February 15, 2025",,No,SWWDMN,,,,Residencia,
2025-2026 Art Residency,,Revisar,https://www.artconnect.com/opportunity/9JjFp9wnX5oOm5Wv33tUi,,"February 15, 2025",,No,Art Connect,,,,Residencia,
Furious Flower Poetry Center,"Oportunidad ""Furious Flower Poetry Prize"" en Estados Unidos",Revisar,https://www.artconnect.com/opportunity/3mNe7OcRqpZo2TD2yQWGu,,"February 15, 2025",,No,Art Connect,,,,Premio,
Call For Projects: Franco-Comorian Incubation Program,,Revisar,https://www.artconnect.com/opportunity/NrIi-LtahrdN6ejKUuxth,,"February 15, 2025",,No,Lalanbik,,,,Convocatoria,
Cameramore Photo Contest,"Convocatoria ""Cameramore Photo Contest"" en",Revisar,https://www.artconnect.com/opportunity/ZIvCTkgyEwBoMTSBkPQ2W,,"February 15, 2025",,No,TIPA,,,,Premio,
2025 Art Residency On Air Pollution (Multiple Locations),"Residencia ""2025 Art Residency On Air Pollution"" en múltiples ubicaciones",Revisar,https://www.artconnect.com/opportunity/P1orR3Cj556nROZcWILK6,,"February 15, 2025",,No,Creative Europe,,,,Residencia,
Resonance Residency For Flinta Musicians,"Residencia ""Resonance para Músicos FLINTA"" en Europa",Revisar,https://www.artconnect.com/opportunity/ZGxYA2CB8AKPxsfnJymrW,,"February 15, 2025",,No,Karne Kunst,,,,Residencia,
Spots Op West 2025,"Convocatoria ""Spots Op West"" en Bélgica",Revisar,https://www.artconnect.com/opportunity/-LD5VS4HIhWb8KV91FTWH,,"February 15, 2025",,No,Open Call SOW,,,,Convocatoria,
Portraits – Hellerau Photography Award 2025,,Revisar,https://www.artconnect.com/opportunity/2sBJpsTY6Qjn8-zpR_dfx,,"February 15, 2025",,No,Picter,,,,Premio,
Try Try Zine Residency 2025,"Residencia ""Try Try Zine"" en",Revisar,https://www.artconnect.com/opportunity/4kX6CKn65v9V4yd5Gy-fo,,"February 15, 2025",,No,Art Connect,,,,Residencia,
"Call For Artworks, Performances And Installations",,Revisar,https://www.artconnect.com/opportunity/Rrik8m6TtZ3HiC96jgsN7,,"February 15, 2025",,No,Begehungen,,,,Convocatoria,
Forge Project Fellowship 2025,"Beca ""Forge Project Fellowship"" en",Revisar,https://www.artconnect.com/opportunity/zTXBOPPsKHlWdxTyWJ0oy,,"February 15, 2025",,No,Forge Project,,,,Beca,
Summer 2025 Artist In Residence,"Residencia ""Obtener Disciplina"" en",Revisar,https://www.artconnect.com/opportunity/JSt5QnoZTGFLwRwAc0ciR,,"February 15, 2025",,No,Art Connect,,,,Residencia,
Quick Grant 2025,"Beca ""Quick Grant"" en",Revisar,https://www.artconnect.com/opportunity/PS8Aylxu_gxzTB-zruq10,,"February 15, 2025",,No,Art Connect,,,,Oportunidad,
Philip C. Curtis Artist-In-Residence Program,,Revisar,https://www.artconnect.com/opportunity/DBN8cok3bJK4fMll5ut3x,,"February 15, 2025",,No,Art Connect,,,,Residencia,
Indigenous Writer In Residency,"Residencia ""Indigenous Writer In Residency"" en Estados Unidos",Revisar,https://www.artconnect.com/opportunity/jMtOpy9vQZ4cABcd57atg,,"February 15, 2025",,No,ESF,,,,Residencia,
The Keyholder Residency,"Residencia ""Keyholder"" en",Revisar,https://www.artconnect.com/opportunity/JmvPaVtFK-RPdVLwIRb5u,,"February 15, 2025",,No,Printshop,,,,Residencia,
Artist In Residence Program,"Residencia ""Obtener Disciplina"" en",Revisar,https://www.artconnect.com/opportunity/T0xQG9Q_L9LteLglPysHL,,"February 15, 2025",,No,Art Connect,,,,Residencia,
Artists Of Color Summer Residency,"Residencia ""Artists Of Color Summer"" en",Revisar,https://www.artconnect.com/opportunity/V1fWli9CmdDrTyZvTzpEp,,"February 15, 2025",,No,Mudflat,,,,Residencia,
Convocatoria Abierta: La Bolsa de Comercio busca t...,,Revisar,:,,"February 15, 2025",,No,La Bolsa de Comercio,,,,Convocatoria,
Open Call: Muestras Temporales 2025 en el Centro C...,,Revisar,https://acortar.link/CGZQNN,,"February 15, 2025",,No,Centro C...,,,,Convocatoria,
"Open Call: Híbrida Laboratorio ""Obsesiones y capri...","Convocatoria ""Obsesiones y Capri"" en",Revisar,https://www.instagram.com/p/DDM6dtxRDiX/?img_index=1,,"February 15, 2025",,No,Obsesiones,,,,Convocatoria,
"Transition To 8: 2025 Art Residency on Air Pollution for Europe-based Artists (Greece, France, Slovenia)","Residencia ""Transition 8: Art Air Pollution"" en Grecia",Revisar,https://on-the-move.org/news/transition-8-2025-art-residency-air-pollution-europe-based-artists-greece-france-slovenia,,"February 15, 2025",,No,On The Move,,,,Residencia,
International Sculpture Symposium 2025 (Germany),"Convocatoria ""International Sculpture Symposium"" en Alemania",Revisar,https://on-the-move.org/news/international-sculpture-symposium-2025-germany,,"February 15, 2025",,No,Simposio Internacional de Escultura,,,,Convocatoria,
"Begehungen Festival: 2025 Call for Artworks, Performances and Installations (Germany)","Convocatoria ""Begehungen Festival 2025"" en Alemania",Revisar,https://on-the-move.org/news/begehungen-festival-2025-call-artworks-performances-and-installations-germany,,"February 15, 2025",,No,Begehungen Festival,,,https://www.begehungen-festival.de/en/,Convocatoria,
Karne Kunst/Sorora: Resonance Residency for FLINTA Musicians with Migrant Background in Europe (Germany),"Residencia ""Resonance para músicas FLINTA"" en Alemania",Revisar,https://on-the-move.org/news/karne-kunstsorora-resonance-residency-flinta-musicians-migrant-background-europe-germany,,"February 15, 2025",,No,On The Move,,,https://karnekunst.com/introducing-resonance-residency-empowering-flinta-musicians-in-europe/,Residencia,
Hypertextile 2025,"Convocatoria ""Hypertextile 2025"" en Portugal",Revisar,https://www.arteinformado.com/agenda/f/hypertextile-2025-235171,Portugal,"February 15, 2025",,No,Arte Informado,,,,Convocatoria,
"SE Center for Photography: ""College Call""","Convocatoria ""College Call"" en EEUU",,https://www.sec4p.com/college-prospectus-25,EEUU,"February 15, 2025","Convocatoria Universitaria, Convocatoria de Arquitectura, Convocatoria de Fotografía",No,Center for Photography,,,https://www.sec4p.com/college-prospectus-25,Convocatoria,"Arquitectura, Fotografía"
"SE Center for Photography: ""Architecture""","Convocatoria ""Arquitectura"" en EEUU",,https://www.sec4p.com/architectural-prospectus-25,EEUU,"February 15, 2025","Arte, Convocatorias, premio internacional",No,Disciplina,,,https://www.sec4p.com,Convocatoria,
Residencia Networking,"Residencia ""Networking"" en México",,https://app.datarte.art/convocatorias/Estudio-Marte-475,México,"February 15, 2025",Residencia Networking,Yes,Estudio Marte,,,"The most relevant URL to verify the originality of the source is:

https://app.datarte.art/convocatorias/Estudio-Marte-475

However, since Datarte is an aggregator service, it is not an original source. To find the original announcement, you should cross-reference the opportunity name ""Residencia Networking"" with other sources.

If the opportunity is directly announced by Estudio Marte, you should look for the official website of Estudio Marte. If available, the original URL would be:

https://estudiomarte.com/residencia-networking

If no direct link is found, the original URL provided remains the best option for verification purposes.

Therefore, the most relevant URL to verify the originality of the source is:

https://estudiomarte.com/residencia-networking

If this URL is not found, the original URL provided remains:

https://app.datarte.art/convocatorias/Estudio-Marte-475",Residencia,
Tartget Prize. Concurso Internacional de Pintura,"Concurso ""TARTGET PRIZE Pintura"" en España",,https://www.arteinformado.com/agenda/f/tartget-prize-concurso-internacional-de-pintura-231649,España,"February 15, 2025","Concurso Internacional de Pintura, Premio Internacional de Fotografía, Tartget Prize",Yes,Tartget Prize,,,https://artdeadline.com/ops/target-prize/,Premios,Visuales
Le Printemps Des Artistes - Cairo,"Convocatoria ""Obtener Disciplina"" en Egipto",Revisar,https://www.artconnect.com/opportunity/TwDC_ZToign5pYcrNoa7I,,"February 14, 2025",,No,ArtConnect,,,,Oportunidad,
In Solitude,,Revisar,https://www.artconnect.com/opportunity/ezhM5orJu4YpqgYprbF5Q,,"February 14, 2025",,No,Metaspace Gallery,,,,Oportunidad,
European Design Awards,,Revisar,https://www.artconnect.com/opportunity/LCfbCAdFwyKtPDrPSe13P,,"February 14, 2025",,No,European Design Awards,,,,Oportunidad,
Call For German Speaking Curators!,"Convocatoria ""Obtener Disciplina"" en Alemania",Revisar,https://www.artconnect.com/opportunity/g1tVUFjUYQoY5LqKMKOQ_,,"February 14, 2025",,No,Akademie Schloss Solitude,,,,Convocatoria,
Hanna Nagel Prize 2025,,Revisar,https://www.artconnect.com/opportunity/NjmGzUaUPmBQg-nSMJT_j,,"February 14, 2025",,No,Kulturförderung,,,,Premio,
Artist Publishing Cohort,"Oportunidad ""Obtener Disciplina"" en",Revisar,https://www.artconnect.com/opportunity/exlF3kenXYnITsX7jy9mQ,,"February 14, 2025",,No,Art Connect,,,,Oportunidad,
Les Jardins d’Étretat: Residency for Site-specific Artwork in Gardens (France),"Residencia ""Les Jardins d’Étretat"" en Francia",Revisar,https://on-the-move.org/news/les-jardins-detretat-residency-site-specific-artwork-gardens-france,,"February 14, 2025",,No,On the Move,,,,Residencia,
Beca Clínica-MAPA 2025,"Beca ""MAPA 2025"" en",Revisar,https://app.datarte.art/convocatorias/beca-mapa2025,,"February 14, 2025",,No,Datarte,,,,Beca,
Artist In Residence 2025,"Residencia ""Obtener Disciplina"" en",Revisar,https://www.artconnect.com/opportunity/RgM_vkxcSkYpUyHIWynT1,,"February 14, 2025",,No,Art Connect,,,,Residencia,
De Reus Foundation Art Prize,"Oportunidad ""De Reus Art Prize"" en Colonia",,https://www.artconnect.com/opportunity/2ExHRdIcU9zVwzfEFrulP,,"February 14, 2025",,No,Colonia Express,,,,Premio,
Convocatoria RAW,"Convocatoria ""RAW Cine No Ficción"" en España",,https://www.arteinformado.com/agenda/f/convocatoria-raw-234508,España,"February 14, 2025",Convocatoria RAW,Yes,Arte Informado,,,https://www.arteinformado.com/agenda/f/convocatoria-raw-234508,Convocatorias,"Cine , crítica, creación"
Phmuseum Photography Grant,"Beca ""Phmuseum Photography Grant"" en",Revisar,https://www.artconnect.com/opportunity/lMJzUqewl5y_sMVDGOlRI,,"February 13, 2025",,No,Phmuseum,,,,Premio,
New Voices Filmmaker Grant,"Beca ""New Voices Filmmaker Grant"" en",Revisar,https://www.artconnect.com/opportunity/FTLJ7_eoP1nIRb7Js9x5L,,"February 13, 2025",,No,New Voices Filmmaker Grant,,,,Beca,
The World Of Wearableart (Wow) Competition,,Revisar,https://www.artconnect.com/opportunity/USSL6nD-hnp8TYIasJfx-,,"February 13, 2025",,No,World of Wearable Art,,,,Convocatoria,
"Open Call: 5th ""Scene & Places"" Juried Art Contest","Convocatoria ""Scene & Places Juried Art Contest"" en todo el mundo",Revisar,https://www.gallery4percent.com/scenes-and-places,,"February 13, 2025",,No,Gallery 4 Percent,,,https://artshow.com/juriedshows/na.html,Convocatoria,
Open Call: 2025 Bayside Painting Prize,"Convocatoria ""Bayside Painting Prize"" en Australia",,https://baysidepaintingprize.com.au/,,"February 13, 2025",,No,Bayside Painting Prize,,,https://baysidepaintingprize.com.au/,Premio,
